ID,Name,Concepticon_ID,Concepticon_Gloss,Chinese_Gloss,Number
41_afternoon,afternoon,1807,AFTERNOON,下午,41
42_atdusknightfall,at dusk (nightfall),2297,DUSK,傍晚,42
43_evening,evening,1629,EVENING,晚上,43
44_newyear,new year,,,元旦,44
45_thedragonboatfestival,the Dragon Boat Festival,2186,DRAGON BOAT FESTIVAL,端午節,45
46_themidautumnfestival15thdayofthe8thlunarmonth,the Mid-autumn Festival (15th day of the 8th lunar month),2187,MID-AUTUMN FESTIVAL,中秋節,46
47_thedoubleninefestival,the Double-Nine Festival,,,重陽節,47
48_chinesenewyearseve,Chinese New Year's Eve,2188,NEW YEAR'S EVE,除夕,48
49_gold,gold,1369,GOLD,金子,49
50_silver,silver,759,SILVER,銀子,50
51_copper,copper,1825,COPPER,銅,51
52_iron,iron,621,IRON,鉄,52
53_steel,steel,2343,STEEL,鋼,53
54_lead,lead,627,LEAD (CHEMICAL ELEMENT),鉛,54
55_tin,tin,893,TIN (METAL),錫,55
56_coal,coal,2658,COAL,煤,56
57_kerosine,kerosine,,,煤油,57
58_petrol,petrol,2344,PETROL,汽油,58
59_stone,stone,857,STONE,石頭,59
60_mudearth,"mud, earth",640,MUD,泥,60
61_soilearth,"soil, earth",1228,EARTH (SOIL),土,61
62_dust,dust,2,DUST,灰塵,62
63_tiger,tiger,846,TIGER,老虎,63
64_lion,lion,1386,LION,獅子,64
65_leopardpanther,leopard // panther,1139,LEOPARD,豹子,65
66_wolf,wolf,522,WOLF,狼,66
67_deer,deer,1936,DEER,鹿,67
68_monkey,monkey,1350,MONKEY,猴子,68
69_rabbithare,"rabbit, hare",2345,LEPORID (RABBIT OR HARE),兔子,69
70_ratmouse,"rat, mouse",2139,MUROID (MOUSE OR RAT),老鼠,70
71_hawkeagle,"hawk, eagle",2683,EAGLE OR HAWK,老鷹,71
72_owl,owl,735,OWL,貓頭鷹,72
73_wildgoose,wild goose,2776,WILD GOOSE,雁,73
74_swallow,swallow,3077,SWALLOW (BIRD),燕子,74
75_crow,crow,913,CROW,烏鴉,75
76_magpie,magpie,2039,MAGPIE,喜鵲,76
77_sparrow,sparrow,1854,SPARROW,麻雀,77
78_pigeondove,"pigeon, dove",1853,DOVE,鴿子,78
79_crestedmyna,crested myna,2346,CRESTED MYNA,八哥,79
80_cattle,cattle,1153,CATTLE,牲口,80
81_bull,bull,1008,BULL,公牛,81
82_cow,cow,1007,COW,母牛,82
83_stallion,stallion,936,STALLION,公馬,83
84_mare,mare,938,MARE,母馬,84
85_malepig,male pig,2487,MALE PIG,公豬,85
86_sow,sow,1351,SOW (FEMALE PIG),母豬,86
87_maledog,male dog,2480,MALE DOG,公狗,87
88_femaledog,female dog,2481,FEMALE DOG,母狗,88
89_donkeyass,"donkey, ass",1862,DONKEY,驢,89
90_mule,mule,890,MULE,騾子,90
91_sheepgoat,"sheep, goat",2684,CAPRINE (GOAT OR SHEEP),羊,91
92_cat,cat,1208,CAT,貓,92
93_roostercock,rooster (cock),1511,ROOSTER,公雞,93
94_capon,capon,2567,CAPON,閹雞,94
95_henchicken,hen (chicken),1514,HEN,母雞,95
96_chickenchick,chicken chick,2513,CHICKEN CHICK,小雞兒,96
97_duck,duck,1360,DUCK,鴨子,97
98_goose,goose,1187,GOOSE,鵝,98
99_carp,carp,2685,CARP (FISH),鯉魚,99
100_cruciancarp,crucian carp,2784,CRUCIAN CARP,鯽魚,100
101_yellowcroaker,yellow croaker,2347,YELLOW CROAKER,黃花魚,101
102_crab,crab,2348,CRAB,螃蟹,102
103_shrimp,shrimp,2349,SHRIMP,蝦,103
104_oystersmussels,"oysters, mussels",2785,BIVALVIA (MUSSELS OR OYSTERS),蚌,104
105_frog,frog,503,FROG,青蛙,105
106_toad,toad,894,TOAD,癩蛤蟆,106
107_turtle,turtle,112,TURTLE,烏龜,107
108_snail,snail,1543,SNAIL,蝸牛,108
109_earthworm,earthworm,2350,EARTHWORM,蚯蚓,109
110_silkworms,silkworms,2351,SILKWORM,蠶,110
111_bee,bee,665,BEE,蜜蜂,111
112_butterfly,butterfly,1791,BUTTERFLY,蝴蝶,112
113_dragonfly,dragonfly,2352,DRAGONFLY,蜻蜓,113
114_cicada,cicada,2353,CICADA,蟬,114
115_firefly,firefly,206,FIREFLY,螢火蟲,115
116_cricket,cricket,2354,CRICKET,蟋蟀,116
117_ant,ant,587,ANT,螞蟻,117
118_housefly,housefly,1504,FLY (INSECT),蒼蠅,118
119_mosquito,mosquito,1509,MOSQUITO,蚊子,119
120_bedbug,bedbug,1949,BEDBUG,臭蟲,120
121_spider,spider,843,SPIDER,蜘蛛,121
122_centipede,centipede,1974,CENTIPEDE,蜈蚣,122
123_snake,snake,730,SNAKE,蛇,123
124_gecko,gecko,2355,GECKO,壁虎,124
125_wing,wing,1257,WING,翅膀,125
126_hoof,hoof,152,HOOF,蹄子,126
127_claw,claw,72,CLAW,爪子,127
128_tail,tail,1220,TAIL,尾巴,128
129_fishscales,fish scales,266,SCALE,鱗,129
130_plumblossom,plum blossom,2744,PLUM BLOSSOM,梅花,130
131_apricotblossom,apricot blossom,2745,APRICOT BLOSSOM,杏花,131
132_peachblossom,peach blossom,2746,PEACH BLOSSOM,桃花,132
133_lotus,lotus,2359,LOTUS,荷花,133
134_cassia,cassia,2748,SWEET OLIVE FLOWER,桂花,134
135_mugwort,mugwort,2361,MUGWORT,艾,135
136_cottonraw,cotton (raw),1850,COTTON,棉花,136
137_riceplant,rice plant,2026,RICE PLANT,稻子,137
138_ricecrops,rice crops,2749,UNHUSKED RICE,稻谷,138
139_rice,rice,926,RICE,大米,139
140_polishedglutinousrice,polished glutinous rice,2750,GLUTINOUS RICE,糯米,140
141_wheat,wheat,1077,WHEAT,麥子,141
142_flour,flour,1594,FLOUR,面粉,142
143_milletunhuskedrice,millet (unhusked rice),,,谷子,143
144_millet,millet,931,MILLET,小米,144
145_bran,bran,2362,BRAN,麩子,145
146_chaffhusks,chaff (husks),2363,CHAFF (HUSK),糠,146
147_sorghum,sorghum,347,SORGHUM,高粱,147
148_maize,maize,506,MAIZE,玉米,148
149_peanut,peanut,2364,PEANUT,花生,149
150_sunflower,sunflower,1956,SUNFLOWER,向日葵,150
151_sweetpotato,sweet potato,159,SWEET POTATO,甘薯,151
152_potato,potato,593,POTATO,馬鈴薯,152
153_vegetable,vegetable,924,VEGETABLES,蔬菜,153
154_cabbage,cabbage,774,CABBAGE,卷心菜,154
155_pumpkin,pumpkin,864,PUMPKIN,南瓜,155
156_waxgourdwhitegourd,wax gourd (white gourd),411,GOURD,冬瓜,156
157_cucumber,cucumber,496,CUCUMBER,黃瓜,157
158_radish,radish,2365,RADISH,蘿蔔,158
159_eggplant,eggplant,1146,AUBERGINE,茄子,159
160_tomato,tomato,986,TOMATO,番茄,160
161_tuberonion,tuber onion,,,韭菜,161
162_scallionsgreenonions,scallions (green onions),2366,ONION,蔥,162
163_garlic,garlic,2368,GARLIC,蒜,163
164_chilliredpepper,"chilli, red pepper",919,CHILI PEPPER,辣椒,164
165_fruit,fruit,1507,FRUIT,水果,165
166_peach,peach,2043,PEACH,桃兒,166
167_pear,pear,922,PEAR,梨,167
168_mandarine,mandarine,2367,MANDARINE,桔子,168
169_pomelo,pomelo,,,柚子,169
170_mume,mume,,,梅子,170
171_grape,grape,920,GRAPE,葡萄,171
172_cherry,cherry,2765,CHERRY,櫻桃,172
173_olive,olive,1154,OLIVE,橄欖,173
174_waterchestnut,water chestnut,,,荸薺,174
175_jujube,jujube,,,棗兒,175
176_chestnut,chestnut,2318,CHESTNUT,栗子,176
177_walnut,walnut,2042,WALNUT,核桃,177
178_banana,banana,868,BANANA,香蕉,178
179_litchilychee,litchi (lychee),2768,LITCHI,荔枝,179
180_longan,longan,,,桂圓,180
181_watermelon,watermelon,2766,WATERMELON,西瓜,181
182_pitstoneoffruit,"pit, stone (of fruit)",1762,STONE (OF FRUIT),核兒,182
183_peelskinoffruit,"peel, skin of fruit",2373,SKIN (OF FRUIT),果皮,183
184_breakfast,breakfast,1322,BREAKFAST,早飯,184
185_lunch,lunch,768,LUNCH,午飯,185
186_supper,supper,1833,DINNER (SUPPER),晚飯,186
187_cookedrice,cooked rice,1191,COOKED RICE,米飯,187
188_ricegruelcongee,rice gruel (congee),2049,CONGEE,粥,188
189_thinriceormilletgruel,thin rice or millet gruel,,,米湯,189
190_steamedbun,steamed bun,1969,MANTOU,饅頭,190
191_steamedstuffedbun,steamed stuffed bun,511,BAOZI,包子,191
192_dumplingjiaozi,dumpling (Jiaozi),,,餃子,192
193_dumplingwonton,dumpling (Wonton),,,餛飩,193
194_noodles,noodles,973,NOODLE,面條兒,194
195_cakespastry,"cakes, pastry",2408,CAKE,糕,195
196_stuffinginfood,stuffing (in food),,,餡兒,196
197_dishfood,dish (food),3542,PREPARED FOOD,菜(菜肴),197
198_meatdishes,meat dishes,2767,MEAT DISHES,葷菜,198
199_vegetabledishes,vegetable dishes,,,素菜,199
200_soup,soup,1547,SOUP,湯,200
201_pork,pork,2769,PORK,豬肉,201
202_porkliver,pork liver,2778,PIG LIVER,豬肝,202
203_porktongue,pork tongue,2777,PIG TONGUE,豬舌頭,203
204_egg,egg,2779,CHICKEN EGG,雞蛋,204
205_fermentedbeancurd,fermented bean curd,,,腐乳,205
206_thinnoodlesfentiao,thin noodles (Fentiao),,,粉條兒,206
207_condimentsseasoning,"condiments, seasoning",,,作料,207
208_porkfat,pork fat,2557,PIG FAT,豬油,208
209_soysauce,soy sauce,1968,SOYA SAUCE,醬油,209
210_vinegar,vinegar,985,VINEGAR,醋,210
211_sugarsweets,"sugar, sweets",874,CANDY,糖,211
212_honey,honey,942,HONEY,蜂蜜,212
213_alcoholicbeverage,alcoholic beverage,404,ALCOHOL (FERMENTED DRINK),酒,213
214_tea,tea,1373,TEA,茶,214
215_icecream,ice cream,,,冰淇淋,215
216_popsicle,popsicle,,,冰棍兒,216
217_boiledwater,boiled water,3362,BOILED WATER,開水,217
218_cigarette,cigarette,969,CIGARETTE,紙煙,218
219_clothes,clothes,1895,CLOTHES,衣服,219
220_jacket,jacket,,,上衣,220
221_shirt,shirt,1622,SHIRT,襯衫,221
222_undershirt,undershirt,,,汗衫,222
223_jiaaocostume,Jia'ao (costume),,,夾祅,223
224_woolensweater,woolen sweater,,,毛衣,224
225_coat,coat,603,COAT,大衣,225
226_trousers,trousers,809,TROUSERS,褲子,226
227_skirt,skirt,1600,SKIRT,群子,227
228_shorts,shorts,,,短褲,228
229_hat,hat,771,HAT,帽子,229
230_shoes,shoes,1381,SHOE,鞋,230
231_slippers,slippers,,,拖鞋,231
232_woodenslippers,wooden slippers,,,木拖鞋,232
233_boots,boots,585,BOOT,靴子,233
234_shawl,shawl,2771,SHAWL,圍巾,234
235_glove,glove,867,GLOVE,手套,235
236_socks,socks,329,STOCKING,襪子,236
237_towelwashcloth,"towel, washcloth",1021,TOWEL,毛巾,237
238_handkerchief,handkerchief,1020,HANDKERCHIEF,手帕,238
239_bib,bib,,,圍嘴兒,239
240_collar,collar,2012,COLLAR,領子,240
241_sleeve,sleeve,2953,SLEEVE,袖子,241
242_liningofclothes,lining (of clothes),,,裏子,242
243_buildinghouse,building // house,1252,HOUSE,房子,243
244_room,room,1450,ROOM,屋子,244
245_middleroominthewholehouse,middle room in the whole house,,,正房,245
246_wingroom,wing-room,,,廂房,246
247_kitchen,kitchen,1365,KITCHEN,廚房,247
248_toilet,toilet,219,TOILET,厠所,248
249_column,column,2045,COLUMN,柱子,249
250_beaminahouse,beam (in a house),1132,BEAM,房梁,250
251_wall,wall,933,WALL (OF HOUSE),墻,251
252_window,window,1375,WINDOW,窗子,252
253_buckettrap,bucket trap,,,鬥檻兒,253
254_flatroof,flat roof,,,曬臺,254
255_balustrade,balustrade,,,欄桿,255
256_stepsofstairs,steps (of stairs),1158,STEP,臺階,256
257_stairs,stairs,34,STAIRS,樓梯,257
258_courtyard,courtyard,4,COURTYARD,院子,258
259_courtyard,courtyard,,,天井,259
260_well,well,954,WELL,井,260
261_furniture,furniture,,,家俱,261
262_table,table,1775,TABLE,桌子,262
263_chair,chair,1476,CHAIR,椅子,263
264_stool,stool,2058,STOOL,凳子,264
265_desk,desk,,,書桌,265
266_cupboard,cupboard,3357,CUPBOARD,櫃子,266
267_drawer,drawer,,,抽屜,267
268_box,box,,,盒子,268
269_casebox,"case, box",1465,BOX,箱子,269
270_leathercase,leather case,,,皮箱,270
271_bed,bed,1663,BED,床,271
272_quilt,quilt,2048,QUILT,被子,272
273_puff,puff,,,褥子,273
274_carpet,carpet,,,毯子,274
275_pillow,pillow,1044,PILLOW,枕頭,275
276_mat,mat,195,MAT,席子,276
277_bedcurtain,bed-curtain,,,帳子,277
278_cookingpot,cooking-pot,2056,WOK,鍋,278
279_pancaketurner,pancake turner,,,鍋鏟,279
280_kitchenknife,kitchen knife,2772,KITCHEN KNIFE,菜刀,280
281_chopsticks,chopsticks,1987,CHOPSTICKS,筷子,281
282_spoon,spoon,1378,SPOON,調羹,282
283_earthenjug,earthen jug,270,JUG,缸,283
284_baler,baler,,,水瓢,284
285_earthernjug,earthern jug,3409,EARTHEN JUG,壇子,285
286_potjug,"pot, jug",,,罐子,286
287_bottle,bottle,1321,BOTTLE,瓶子,287
288_firewood,firewood,10,FIREWOOD,木柴,288
289_woodcharcoal,wood charcoal,1188,CHARCOAL,木炭,289
290_stove,stove,859,STOVE,火爐,290
291_thermosbottle,thermos bottle,,,熱水瓶,291
292_glue,glue,1069,GLUE,漿糊,292
293_needle,needle,1382,NEEDLE (FOR SEWING),針,293
294_thimble,thimble,,,頂針兒,294
295_threadwire,"thread, wire",1161,THREAD,綫,295
296_rope,rope,1218,ROPE,繩子,296
297_lock,lock,1596,LOCK,鎖,297
298_key,key,1472,KEY,鑰匙,298
299_fan,fan,1971,FAN (OBJECT),扇子,299
300_umbrella,umbrella,3105,UMBRELLA,傘,300
301_walkingstaff,walking staff,1296,WALKING STICK,拐杖,301
302_flashlight,flashlight,,,電筒,302
303_candle,candle,1273,CANDLE,蠟燭,303
304_match,match,1133,MATCH,火柴,304
305_soap,soap,788,SOAP,肥皂,305
306_toothbrush,toothbrush,2579,TOOTHBRUSH,牙刷,306
307_dishtowel,dish towel,,,抹布,307
308_broom,broom,245,BROOM,掃帚,308
309_duster,duster,,,撣子,309
310_dustpan,dustpan,2051,DUSTPAN,簸箕,310
311_spittoon,spittoon,,,痰盂,311
312_abacus,abacus,2489,ABACUS,算盤,312
313_scale,scale,2783,SCALES (MEASURE INSTRUMENT),秤,313
314_steelyardforweighinggoldmedicine,"steelyard (for weighing gold, medicine)",,,戥子,314
315_footmeasure,foot (measure),2782,FOOT (MEASURE),尺,315
316_scissors,scissors,356,SHEARS,剪子,316
317_hammer,hammer,1481,HAMMER,錘子,317
318_axe,axe,677,AXE,斧頭,318
319_pincers,pincers,272,TONGS,鉗子,319
320_tweezers,tweezers,,,鑷子,320
321_chisel,chisel,1979,CHISEL,鑿子,321
322_sawtool,saw (tool),1948,SAW,鋸子,322
323_filetool,file (tool),3407,FILE (TOOL),銼刀,323
324_drilltool,drill (tool),,,鉆子,324
325_awl,awl,278,AWL,錐子,325
326_planetool,plane (tool),3408,PLANE (TOOL),鉋子,326
327_smallknife,small knife,3233,SMALL KNIFE,小刀兒,327
328_hook,hook,1071,HOOK,鉤子,328
329_nailtool,nail (tool),502,NAIL (TOOL),釘子,329
330_stairsladder,"stairs, ladder",2689,LADDER OR STAIRS,梯子,330
331_hoetool,hoe (tool),284,HOE,鋤頭,331
332_sickletool,sickle (tool),341,SICKLE,鐮刀,332
333_shoulderpole,shoulder-pole,,,扁擔,333
334_sievetool,sieve (tool),3353,SIEVE (TOOL),篩子,334
335_wheel,wheel,710,WHEEL,輪子,335
336_wood,wood,1803,WOOD,木頭,336
337_bamboo,bamboo,1927,BAMBOO,竹子,337
338_limestone,limestone,2540,LIME (MATERIAL),石灰,338
339_cement,cement,,,水泥,339
340_rubber,rubber,,,橡膠,340
341_varnishpaint,"varnish, paint",647,PAINT (PIGMENTS),漆,341
342_glass,glass,604,GLASS,玻璃,342
343_money,money,1559,MONEY,錢,343
344_store,store,752,STORE,商店,344
345_restaurant,restaurant,,,飯館,345
346_postoffice,post office,,,郵局,346
347_postagestamp,postage stamp,596,POSTAGE STAMP,郵票,347
348_stopstation,"stop, station",,,車站,348
349_pierquay,"pier, quay",,,碼頭,349
350_automobile,automobile,1111,CAR,汽車,350
351_bicycle,bicycle,747,BICYCLE,自行車,351
352_rickshaw,rickshaw,,,人力車,352
353_steamship,steamship,,,輪船,353
354_steamship,steamship,,,汽船,354
355_boatsmallship,boat (small ship),1844,BOAT,小船兒,355
356_street,street,1362,STREET,街道,356
357_sidewalkpavement,sidewalk (pavement),,,人行道,357
358_alleylane,"alley, lane",,,巷,358
359_bridge,bridge,1011,BRIDGE,橋,359
360_schooleducationalinstitution,school (educational institution),673,SCHOOL,學校,360
361_book,book,963,BOOK,書,361
362_notebookbooklet,"notebook, booklet",,,本子,362
363_paper,paper,648,PAPER,紙,363
364_inkstone,inkstone,,,硯臺,364
365_writingbrush,writing brush,,,毛筆,365
366_fountainpen,fountain pen,,,鋼筆,366
367_letter,letter,1612,LETTER,信,367
368_envelope,envelope,3088,ENVELOPE,信封兒,368
369_letterpaper,letter paper,,,信紙,369
370_rubberseal,rubber seal,,,橡皮圈兒,370
371_sealstamp,"seal, stamp",651,SEAL,圖章,371
372_badgeemblem,"badge, emblem",,,徽章,372
373_fotopicture,foto (picture),3304,PICTURE (PHOTOGRAPH),相片,373
374_filmmovie,film (movie),216,MOVIE,電影,374
375_historystory,"history, story",2060,STORY,故事,375
376_ball,ball,1845,BALL,球,376
377_swing,swing,,,秋千,377
378_kite,kite,307,HAWK,風箏,378
379_firecracker,firecracker,,,炮仗,379
380_whistle,whistle,1025,WHISTLE,哨子,380
381_head,head,1256,HEAD,頭,381
382_hairofhead,hair (of head),2648,HAIR (HEAD),頭髮,382
383_forehead,forehead,123,FOREHEAD,前額,383
384_eye,eye,1248,EYE,眼睛,384
385_nose,nose,1221,NOSE,鼻子,385
386_ear,ear,1247,EAR,耳朵,386
387_mouth,mouth,674,MOUTH,嘴,387
388_tongue,tongue,1205,TONGUE,舌頭,388
389_neck,neck,1333,NECK,脖子,389
390_armpit,armpit,1886,ARMPIT,夾肢窩,390
391_arm,arm,1673,ARM,胳膊,391
392_lefthandleftside,"left hand, left side",2182,LEFT HAND,左手,392
393_righthandrightside,"right hand, right side",2183,RIGHT HAND,右手,393
394_fingertip,fingertip,2773,FINGERTIP,手指頭,394
395_thumb,thumb,1781,THUMB,大姆指,395
396_littlefinger,little finger,2774,LITTLE FINGER,小姆指,396
397_fingernail,fingernail,1258,FINGERNAIL,指甲,397
398_buttocks,buttocks,834,BUTTOCKS,屁股,398
399_thighupperleg,thigh (upper leg),800,THIGH,大腿,399
400_knee,knee,1371,KNEE,膝蓋,400
401_man,man,1554,MAN,男人,401
402_woman,woman,962,WOMAN,女人,402
403_oldman,old man,406,OLD MAN,老頭兒,403
404_oldwoman,old woman,907,OLD WOMAN,老太婆,404
405_youngfellow,young fellow,,,小夥子,405
406_child,child,1304,CHILD (YOUNG HUMAN),小孩兒,406
407_boy,boy,1366,BOY,男孩兒,407
408_girl,girl,1646,GIRL,女孩兒,408
409_deafperson,deaf person,458,DEAF PERSON,聾子,409
410_blindperson,blind person,457,BLIND PERSON,瞎子,410
411_muteperson,mute person,2320,MUTE PERSON,啞吧,411
412_stammerer,stammerer,3367,STUTTERER,結巴,412
413_personwithapockmarkedface,person with a pockmarked face,3366,PIMPLEFACE,麻子,413
414_baldhead,baldhead,3415,BALDHEAD,禿子,414
415_personwithahumpback,person with a humpback,99,HUNCHBACK,駝子,415
416_lameperson,lame person,2322,LAME PERSON,跛子,416
417_madperson,mad person,2321,MAD PERSON,瘋子,417
418_bachelor,bachelor,,,單身漢,418
419_widow,widow,1756,WIDOW,寡婦,419
420_twins,twins,1005,TWINS,雙胞胎,420
421_thief,thief,1160,THIEF,小偷,421
422_robber,robber,2073,ROB (VERB),強盜,422
423_grandfather,grandfather,1383,GRANDFATHER,爺爺,423
424_grandmother,grandmother,1496,GRANDMOTHER,奶奶,424
425_fatherdaddy,father (daddy),1217,FATHER,爸爸,425
426_mothermommy,mother (mommy),1216,MOTHER,媽媽,426
427_stepmother,stepmother,236,STEPMOTHER,後母,427
428_unclefatherselderbrother,uncle (father's elder brother),2173,PATERNAL UNCLE (FATHER'S OLDER BROTHER),伯父,428
429_auntwifeoffatherselderbrother,aunt (wife of father's elder brother),2170,PATERNAL AUNT (WIFE OF FATHER'S OLDER BROTHER),伯母,429
430_uncle,uncle,1327,UNCLE,叔父,430
431_auntwifeoffathersyoungerbrother,aunt (wife of father's younger brother),2171,PATERNAL AUNT (WIFE OF FATHER'S YOUNGER BROTHER),嬸母,431
432_unclehusbandoffatherssister,uncle (husband of father's sister),2690,UNCLE (HUSBAND OF FATHER'S SISTER),姑父,432
433_auntfatherssister,aunt (father's sister),2691,PATERNAL AUNT (FATHER'S SISTER),姑母,433
434_maternalgrandfather,maternal grandfather,2178,MATERNAL GRANDFATHER,外公,434
435_maternalgrandmother,maternal grandmother,2177,MATERNAL GRANDMOTHER,外婆,435
436_unclemothersbrother,uncle (mother's brother),2692,MATERNAL UNCLE (MOTHER'S BROTHER),舅父,436
437_auntmotherssister,aunt (mother's sister),2693,MATERNAL AUNT (MOTHER'S SISTER),舅母,437
438_unclehusbandofonesmaternalaunt,uncle (husband of one's maternal aunt),2694,MATERNAL UNCLE (HUSBAND OF ONE'S MATERNAL AUNT),姨父,438
439_maternalaunt,maternal aunt,2176,MATERNAL AUNT,姨母,439
440_fatherinlawwifesfather,father-in-law (wife's father),2255,FATHER-IN-LAW (OF MAN),丈人,440
441_motherinlawwifesmother,mother-in-law (wife's mother),2257,MOTHER-IN-LAW (OF MAN),丈母,441
442_fatherinlawhusbandsfather,father-in-law (husband's father),2254,FATHER-IN-LAW (OF WOMAN),公公,442
443_motherinlawhusbandsmother,mother-in-law (husband's mother),2256,MOTHER-IN-LAW (OF WOMAN),婆婆,443
444_husband,husband,1200,HUSBAND,丈夫,444
445_wife,wife,1199,WIFE,妻子,445
446_elderbrother,elder brother,1759,OLDER BROTHER,哥哥,446
447_sisterinlawelderbrotherswife,sister-in-law (elder brother's wife),2695,SISTER-IN-LAW (OLDER BROTHER'S WIFE),嫂子,447
448_youngerbrother,younger brother,1760,YOUNGER BROTHER,弟弟,448
449_eldersister,elder sister,1758,OLDER SISTER,姐姐,449
450_brotherinlaweldersistershusband,brother-in-law (elder sister's husband),2696,BROTHER-IN-LAW (OLDER SISTER'S HUSBAND),姐夫,450
451_youngersister,younger sister,1761,YOUNGER SISTER,妹妹,451
452_brotherinlawyoungersistershusband,brother-in-law (younger sister's husband),2697,BROTHER-IN-LAW (YOUNGER SISTER'S HUSBAND),妹夫,452
453_brotherinlawhusbandselderbrother,brother-in-law (husband's elder brother),2698,BROTHER-IN-LAW (HUSBAND'S OLDER BROTHER),大伯子,453
454_brotherinlawhusbandsyoungerbrother,brother-in-law (husband's younger brother),2699,BROTHER-IN-LAW (HUSBAND'S YOUNGER BROTHER),小叔子,454
455_sisterinlawhusbandseldersister,sister-in-law (husband's elder sister),2700,SISTER-IN-LAW (HUSBAND'S OLDER SISTER),大姑子,455
456_sisterinlaw,sister-in-law,2701,SISTER-IN-LAW (HUSBANDS YOUNGER SISTER),小姑子,456
457_son,son,1620,SON,兒子,457
458_daughterinlawsonswife,daughter-in-law (son's wife),1057,DAUGHTER-IN-LAW,媳婦,458
459_daughter,daughter,1357,DAUGHTER,女兒,459
460_soninlaw,son-in-law,1056,SON-IN-LAW,女婿,460
461_nephew,nephew,1063,NEPHEW,侄兒,461
462_niece,niece,1642,NIECE,侄女,462
463_nephewsistersson,nephew (sister's son),,,外甥,463
464_grandson,grandson,2702,GRANDSON (SON'S SON),孫子,464
465_granddaughter,granddaughter,1619,GRANDDAUGHTER,孫女,465
466_grandsondaughtersson,grandson (daughter's son),2703,GRANDCHILD (DAUGHTER'S OFFSPRING),外孫,466
467_frontfrontside,"front, front side",2194,FRONT (PART),前面,467
468_backbackside,"back, back side",2323,BACK (PART),後面,468
469_ininside,"in, inside",1606,INSIDE,裏面,469
470_outoutside,"out, outside",762,OUTSIDE,外面,470
471_toptopsidetop,"top, top side // top",1753,TOP,上面,471
472_underbelow,"under, below",690,BOTTOM,下面,472
473_centreinthemiddleof,"centre, in the middle of",1093,MIDDLE,中間,473
474_side,side,682,SIDE,旁邊,474
475_nextto,next to,2917,NEXT TO,隔壁,475
476_downtowninsidethecity,downtown (inside the city),,,城裏,476
477_countryside,countryside,,,鄉下,477
478_thing,thing,738,THING,東西,478
479_powder,powder,3368,POWDER,粉,479
480_dust,dust,,,末子,480
481_foam,foam,1768,FOAM,泡沫,481
482_salivaspit,"saliva, spit",1503,SALIVA,口水,482
483_garbagetrash,"garbage, trash",909,GARBAGE,垃圾,483
484_corner,corner,192,CORNER,角落,484
485_holecavity,"hole, cavity",1667,HOLE,窟窿,485
486_pigsty,pigsty,3369,PIGSTY,豬圈,486
487_chickennest,chicken nest,2764,CHICKEN NEST,雞窩,487
488_grave,grave,1773,GRAVE,墳,488
489_coffin,coffin,2011,COFFIN,棺材,489
490_affairmatter,"affair, matter",2214,AFFAIR,事情,490
491_blowofwind,blow (of wind),175,BLOW (OF WIND),刮風,491
492_rain,rain,1253,RAIN (RAINING),下雨,492
